Geography,Gender,Age,Balance,IsActiveMember,Exited
France,Male,27.0,139301.68,0,0
France,Female,41.0,76319.64,1,1
Spain,Male,38.9218,125919.35,0,1
France,Male,37.0,124348.38,1,0
France,Male,29.0,117199.8,1,0
Germany,Female,57.0,148384.64,0,1
Germany,Female,19.0,113905.48,1,0
Spain,Male,32.0,133476.09,1,0
France,Male,47.0,117879.32,1,0
France,Male,50.0,0.0,1,0
France,Male,34.0,122359.5,0,0
Spain,Female,28.0,0.0,1,1
Germany,Male,59.0,108585.35,1,1
France,Male,31.0,145875.74,0,0
Spain,Female,36.0,121542.57,1,0
Spain,Female,41.0,109508.68,0,0
Germany,Male,34.0,146407.11,1,0
France,Female,39.0,0.0,0,0
Germany,Male,35.0,112330.83,1,0
France,Female,35.0,90413.12,1,0
France,Male,34.0,105302.66,1,0
Spain,Female,35.0,0.0,1,0
France,Female,35.0,0.0,0,0
Germany,Female,35.0,121520.36,0,0
Spain,Female,43.0,103960.38,1,0
Germany,Male,39.0,102945.01,0,0
France,Female,24.0,92760.55,0,0
Spain,Male,37.0,0.0,1,0
Germany,Female,40.0,134590.21,1,0
France,Female,37.0,104255.03,0,0
Spain,Female,55.0,0.0,0,1
France,Male,41.0,0.0,0,0
France,Female,35.0,0.0,0,0
Germany,Male,50.0,121399.98,1,1
Germany,Male,35.0,147127.81,1,0
Spain,Male,31.0,125927.51,0,0
France,Female,25.0,0.0,1,0
Germany,Male,48.0,111599.32,1,0
France,Female,27.0,0.0,0,0
France,Male,38.0,0.0,0,0
France,Male,35.0,114212.6,1,0
Spain,Female,42.0,0.0,1,1
Spain,Male,41.0,115251.64,0,0
France,Male,43.0,0.0,1,0
France,Female,38.9218,107571.61,1,0
France,Female,32.0,0.0,0,0
Germany,Female,45.0,152367.21,0,1
Germany,Male,39.0,130969.77,1,0
Germany,Female,25.0,97738.97,1,0
Spain,Male,34.0,0.0,1,0
Spain,Female,40.0,113794.22,0,0
Spain,Male,28.0,128396.33,0,0
Spain,Female,48.0,118207.69,0,1
Germany,Male,38.9218,124730.26,1,0
France,Female,41.0,0.0,0,0
Spain,Male,52.0,136298.65,0,1
France,Female,38.0,0.0,0,0
France,Male,35.0,0.0,1,0
France,Male,34.0,0.0,1,0
France,Female,47.0,125724.95,0,0
France,Male,38.9218,0.0,1,0
France,Male,38.0,0.0,1,0
Spain,Female,38.9218,0.0,0,1
France,Male,46.0,95872.86,0,1
France,Male,33.0,0.0,0,1
France,Male,37.0,0.0,1,1
France,Male,37.0,74260.03,0,0
Germany,Male,35.0,123407.69,0,1
Spain,Male,33.0,123783.91,1,0
France,Male,24.0,0.0,0,0
France,Male,36.0,153880.15,0,0
France,Female,31.0,0.0,1,0
Germany,Female,32.0,106301.85,1,0
Spain,Female,40.0,0.0,1,1
France,Female,43.0,0.0,0,0
Germany,Male,44.0,138076.47,0,1
France,Female,30.0,135422.31,1,0
Spain,Female,37.0,0.0,0,0
France,Female,38.0,126875.62,0,0
Spain,Female,28.0,96381.68,0,0
Germany,Female,41.0,119703.1,1,0
Germany,Male,41.0,152102.18,0,0
Germany,Female,36.0,127675.39,0,0
Germany,Female,44.0,133776.86,1,0
Spain,Female,33.0,72788.03,1,0
Spain,Male,26.0,76226.9,0,0
Germany,Male,48.0,163630.76,1,1
Spain,Female,30.0,0.0,0,0
France,Female,46.0,0.0,0,0
France,Male,36.0,155423.17,1,0
Germany,Male,55.0,98710.89,1,1
Spain,Female,49.0,0.0,0,1
Spain,Male,41.0,126683.8,1,0
France,Male,33.0,140700.61,0,0
Germany,Male,30.0,168078.83,0,1
Spain,Male,44.0,107726.93,0,0
France,Female,33.0,0.0,1,0
Spain,Female,38.9218,0.0,1,0
Germany,Female,21.0,35741.69,0,0
Germany,Female,53.0,98268.84,1,1
France,Female,20.0,133800.98,1,0
France,Female,21.0,125682.79,0,0
France,Female,42.0,0.0,0,0
France,Male,26.0,130428.78,0,0
Spain,Male,37.0,0.0,1,0
Spain,Female,27.0,0.0,0,0
France,Male,44.0,0.0,0,0
Germany,Female,47.0,137138.2,1,0
France,Male,23.0,73112.95,1,0
France,Male,47.0,152347.01,1,0
Spain,Male,41.0,115144.68,0,0
France,Male,43.0,0.0,0,1
France,Male,39.0,137817.52,0,0
Spain,Male,45.0,157332.26,0,0
France,Male,37.0,0.0,0,0
Germany,Female,39.0,124586.93,0,1
Spain,Male,38.0,116980.78,1,0
Spain,Female,40.0,128398.38,0,0
Spain,Male,39.0,0.0,1,0
Germany,Female,33.0,137657.25,1,0
Spain,Male,53.0,167259.44,1,0
France,Female,45.0,0.0,0,0
France,Male,26.0,119009.57,0,0
Germany,Male,33.0,80002.33,1,0
France,Female,37.0,140211.88,1,0
France,Female,44.0,118742.74,0,0
Spain,Male,37.0,138207.08,0,1
France,Female,47.0,148636.21,1,1
France,Male,45.0,178827.79,0,0
France,Male,33.0,83134.3,0,0
France,Male,38.9218,121513.31,1,0
Germany,Female,37.0,95900.04,1,0
France,Female,30.0,112543.42,1,0
Spain,Male,34.0,0.0,1,0
Spain,Female,31.0,141751.82,1,0
Spain,Female,37.0,124140.57,0,0
Germany,Male,45.0,116546.59,0,1
France,Female,28.0,0.0,0,0
Spain,Female,29.0,157576.47,1,0
Spain,Male,43.0,0.0,0,0
Germany,Female,44.0,141428.99,0,0
Spain,Male,35.0,127510.99,1,0
France,Female,29.0,0.0,1,0
France,Male,31.0,0.0,0,0
Spain,Male,51.0,81818.49,1,0
France,Male,36.0,100895.54,1,0
Germany,Male,45.0,63832.43,1,0
France,Male,29.0,0.0,0,0
France,Female,36.0,116085.06,0,0
France,Male,57.0,0.0,1,0
France,Male,30.0,0.0,1,0
Germany,Female,33.0,115761.51,1,1
Spain,Male,26.0,0.0,1,0
Germany,Male,32.0,139626.01,1,1
France,Female,31.0,0.0,1,1
France,Female,35.0,115576.44,1,0
France,Female,23.0,0.0,0,0
Germany,Female,41.0,77647.6,0,0
France,Female,40.0,0.0,0,0
Germany,Female,34.0,148962.46,0,1
France,Male,22.0,0.0,0,0
France,Male,37.0,0.0,1,0
Germany,Male,41.0,80542.81,0,1
France,Male,40.0,0.0,0,0
France,Female,34.0,0.0,0,0
France,Male,35.0,102050.47,1,0
Spain,Male,49.0,0.0,0,1
France,Female,24.0,114948.76,1,0
Germany,Male,39.0,136000.45,0,0
France,Male,32.0,156001.68,1,0
Germany,Male,41.0,147974.16,0,0
Spain,Male,44.0,0.0,0,0
Germany,Male,26.0,90402.77,1,0
France,Male,40.0,0.0,0,0
France,Male,31.0,0.0,1,0
France,Male,44.0,0.0,0,0
France,Female,31.0,162701.65,1,0
France,Male,34.0,0.0,0,0
France,Female,30.0,0.0,0,0
Germany,Female,35.0,82453.96,0,0
France,Male,35.0,100107.99,0,0
France,Male,28.0,0.0,1,0
Germany,Female,39.0,83348.89,0,1
Germany,Female,44.0,96553.52,0,1
France,Male,50.0,201009.64,0,1
France,Female,27.0,125167.74,0,0
France,Male,32.0,0.0,1,0
France,Female,43.0,153313.67,0,0
France,Male,30.0,0.0,0,0
France,Female,40.0,125879.29,0,0
Germany,Female,37.0,170057.62,1,0
France,Male,32.0,0.0,1,0
Germany,Male,48.0,131326.47,0,1
Spain,Female,56.0,128472.8,0,1
France,Male,32.0,160485.16,0,0
Germany,Male,42.0,84445.68,1,1
Germany,Female,40.0,115409.18,0,0
Spain,Male,46.0,62400.48,1,1
France,Female,50.0,143054.56,1,1
France,Male,24.0,133628.09,1,0
Spain,Female,41.0,107135.04,1,0
Spain,Male,26.0,0.0,0,0
France,Female,38.9218,151659.52,1,0
Spain,Female,32.0,0.0,1,0
Germany,Female,51.0,155903.82,1,0
Spain,Female,49.0,82940.25,0,1
Germany,Female,50.0,112650.89,0,1
France,Female,41.0,0.0,0,0
Germany,Male,35.0,95853.39,0,0
France,Female,42.0,82228.67,0,0
Spain,Female,31.0,0.0,1,0
Germany,Female,35.0,163700.78,1,1
France,Male,34.0,106328.08,0,0
France,Female,34.0,152992.91,1,0
France,Male,38.0,116439.65,0,0
Spain,Male,27.0,101352.78,0,0
Spain,Female,37.0,0.0,0,0
Germany,Female,38.9218,105609.17,1,0
France,Female,45.0,0.0,1,0
France,Male,38.9218,0.0,1,0
France,Female,47.0,103894.38,1,0
Spain,Male,27.0,139834.93,1,0
France,Female,36.0,112518.71,1,0
France,Female,37.0,115895.42,0,0
Spain,Female,39.0,146408.68,0,0
France,Male,34.0,165363.31,1,1
France,Female,45.0,0.0,0,1
Germany,Male,33.0,71843.15,0,0
Spain,Male,35.0,105492.53,1,0
France,Male,35.0,183027.25,1,0
Germany,Male,29.0,131968.57,1,0
France,Female,45.0,104118.5,1,0
Spain,Male,27.0,0.0,1,0
France,Male,20.0,125023.1,1,0
France,Female,30.0,74323.2,1,0
France,Male,38.0,109346.13,0,0
France,Male,32.0,0.0,0,0
Germany,Female,39.0,109698.41,1,1
Spain,Female,30.0,0.0,1,0
Germany,Female,34.0,127758.09,0,0
Germany,Male,50.0,102645.48,0,1
France,Male,31.0,93249.4,0,0
France,Male,35.0,0.0,0,0
Germany,Female,51.0,87779.83,1,1
Spain,Male,40.0,0.0,0,0
France,Male,38.0,138131.34,1,0
Germany,Male,38.0,70362.52,1,0
France,Female,32.0,0.0,0,0
Germany,Female,48.0,168286.58,0,1
France,Male,44.0,86102.27,0,1
Germany,Male,25.0,115142.9,1,0
Germany,Female,47.0,126597.89,1,1
France,Female,33.0,0.0,0,0
Germany,Female,30.0,157989.21,1,0
Spain,Female,54.0,187997.15,0,1
Germany,Male,54.0,172192.49,1,0
Germany,Male,38.0,133105.47,0,1
Spain,Male,38.0,0.0,1,0
France,Male,46.0,0.0,0,1
France,Female,21.0,0.0,1,0
Germany,Male,35.0,192407.97,1,0
Germany,Female,38.0,107199.75,0,0
Germany,Female,55.0,115796.7,0,1
France,Male,37.0,164858.18,1,0
Germany,Male,38.0,117633.28,1,0
France,Female,28.0,0.0,0,0
France,Female,36.0,0.0,0,0
Germany,Female,30.0,126663.51,1,0
Germany,Female,38.9218,140273.47,1,1
Spain,Female,60.0,0.0,1,0
Germany,Male,21.0,153344.72,1,0
Germany,Female,23.0,123943.18,1,0
France,Male,39.0,0.0,0,0
Germany,Male,33.0,98630.31,1,0
France,Female,33.0,58036.33,1,0
Spain,Male,28.0,0.0,0,0
Germany,Male,45.0,109200.74,1,0
Spain,Female,30.0,0.0,1,0
France,Female,33.0,0.0,0,0
France,Female,33.0,0.0,1,0
Germany,Female,30.0,83173.98,1,0
France,Female,40.0,0.0,0,1
Spain,Male,24.0,0.0,0,0
France,Male,22.0,82559.42,0,1
France,Male,32.0,73494.21,0,0
Spain,Male,29.0,132450.24,1,0
France,Male,49.0,128663.9,0,1
France,Female,36.0,79951.9,1,1
Germany,Female,51.0,132508.3,1,1
Germany,Female,38.0,120530.13,0,0
France,Female,35.0,74988.59,1,0
France,Female,47.0,94722.88,1,0
Spain,Female,33.0,0.0,0,0
France,Male,31.0,71269.89,1,0
Germany,Female,41.0,98612.1,0,0
France,Male,40.0,138033.55,1,0
France,Female,41.0,91621.69,1,0
France,Male,54.0,140014.42,1,0
Spain,Male,27.0,126815.97,1,0
France,Female,38.9218,139663.37,1,0
France,Female,28.0,0.0,1,0
France,Male,34.0,165312.27,0,0
France,Male,26.0,0.0,0,0
Spain,Male,33.0,0.0,1,0
Germany,Female,54.0,123699.28,1,0
Germany,Female,29.0,97325.15,1,0
France,Male,32.0,97041.16,1,0
France,Male,36.0,0.0,0,0
France,Male,50.0,104129.24,0,1
France,Female,43.0,0.0,1,0
France,Male,28.0,104367.5,1,0
France,Male,46.0,135369.71,1,0
Spain,Female,41.0,112119.48,0,0
France,Male,38.9218,123760.68,1,0
France,Female,41.0,0.0,1,1
Spain,Male,57.0,0.0,1,0
France,Male,39.0,0.0,1,0
France,Female,36.0,0.0,1,0
France,Male,44.0,0.0,1,0
Spain,Male,31.0,0.0,0,0
Spain,Female,42.0,0.0,0,1
France,Female,42.0,152160.21,0,0
France,Female,59.0,0.0,1,0
France,Male,24.0,0.0,1,0
France,Male,36.0,0.0,0,0
France,Male,36.0,172381.8,1,0
Germany,Male,41.0,106116.56,0,0
France,Male,36.0,141952.07,1,0
Spain,Female,33.0,0.0,1,0
France,Female,37.0,138497.84,1,0
Spain,Female,34.0,0.0,0,0
Germany,Male,33.0,124213.36,0,0
France,Male,37.0,126872.6,0,0
Spain,Female,42.0,0.0,0,0
France,Female,37.0,0.0,1,0
France,Female,26.0,120923.52,1,0
Spain,Male,47.0,142643.54,0,0
Germany,Male,41.0,79857.64,1,0
France,Male,46.0,95502.21,0,0
France,Male,38.0,0.0,0,0
Germany,Male,23.0,197715.93,1,0
France,Female,30.0,85859.76,0,0
France,Male,44.0,85304.27,1,0
Germany,Female,35.0,132371.3,0,0
Spain,Male,33.0,0.0,0,0
France,Female,31.0,0.0,0,1
Germany,Male,39.0,79896.0,0,0
France,Female,29.0,0.0,1,0
France,Male,36.0,0.0,0,0
France,Male,36.0,0.0,1,0
Germany,Male,31.0,146587.3,1,0
France,Female,42.0,0.0,1,0
Spain,Male,32.0,0.0,1,0
Spain,Male,32.0,109109.33,1,0
Spain,Female,26.0,0.0,1,0
France,Male,34.0,0.0,0,0
France,Male,56.0,142147.32,0,1
Spain,Female,43.0,0.0,1,0
France,Female,49.0,0.0,1,0
Spain,Female,35.0,0.0,1,0
France,Female,36.0,109106.8,0,0
France,Male,36.0,112262.84,0,0
Spain,Female,36.0,0.0,0,0
Spain,Male,52.0,0.0,1,0
Spain,Male,26.0,144238.7,1,0
Spain,Female,32.0,159397.75,1,0
Spain,Male,30.0,125385.01,0,0
France,Female,60.0,69365.25,1,0
France,Male,31.0,155271.83,1,0
Spain,Male,29.0,197200.04,0,0
Spain,Female,48.0,144837.79,1,0
France,Female,57.0,0.0,0,1
France,Male,34.0,0.0,0,0
Spain,Male,50.0,163085.79,1,0
Germany,Male,38.0,125903.22,1,0
France,Male,22.0,154377.3,1,0
Spain,Male,41.0,107511.52,1,0
Germany,Male,30.0,127406.5,0,0
Spain,Male,24.0,143656.55,1,0
France,Female,39.0,138106.75,0,0
France,Male,27.0,128940.24,0,0
Germany,Male,37.0,114453.58,1,0
France,Female,33.0,0.0,0,0
France,Female,48.0,0.0,0,0
France,Male,41.0,131762.94,1,0
France,Female,31.0,0.0,0,0
France,Female,41.0,150300.65,0,0
Spain,Male,39.0,108935.39,1,0
France,Male,37.0,135847.47,0,0
Germany,Male,37.0,109908.06,0,1
Germany,Male,49.0,142946.18,0,1
Germany,Male,45.0,104339.11,1,1
France,Male,33.0,157274.36,1,0
France,Male,38.9218,98848.19,1,0
Germany,Female,39.0,105103.33,0,1
France,Male,34.0,0.0,1,0
Germany,Female,38.9218,127120.62,1,1
France,Male,39.0,0.0,0,0
Germany,Female,36.0,129118.5,0,0
France,Female,43.0,0.0,0,0
France,Female,46.0,0.0,1,1
France,Female,36.0,146053.66,1,0
Spain,Female,38.9218,124577.15,1,0
Spain,Male,29.0,151012.55,0,0
Spain,Female,58.0,216109.88,1,1
France,Male,34.0,144318.97,0,0
France,Female,39.0,0.0,0,0
France,Male,26.0,0.0,0,0
Germany,Male,38.9218,27517.15,1,0
France,Male,29.0,147092.65,0,0
Germany,Female,51.0,92246.14,1,0
France,Female,41.0,0.0,0,1
Germany,Female,40.0,148897.02,0,0
Spain,Male,50.0,0.0,0,1
France,Female,36.0,0.0,0,1
Germany,Female,33.0,138335.96,1,0
Germany,Female,50.0,92895.56,0,1
Spain,Male,46.0,160736.63,1,0
France,Male,32.0,0.0,1,0
France,Female,37.0,0.0,0,0
France,Male,28.0,107141.27,0,0
France,Female,55.0,0.0,0,1
France,Female,37.0,132446.08,0,1
France,Female,57.0,92053.0,1,1
Spain,Male,38.0,96798.79,1,0
Germany,Male,35.0,134498.54,1,0
France,Male,55.0,132387.91,1,0
Germany,Female,40.0,147171.2,1,0
Spain,Male,44.0,100524.69,1,0
France,Female,26.0,0.0,0,0
Germany,Female,51.0,138214.5,0,1
France,Female,30.0,0.0,1,0
Spain,Male,55.0,0.0,1,0
Spain,Male,39.0,0.0,1,0
France,Male,34.0,128743.55,0,0
France,Male,31.0,122647.32,0,0
Spain,Female,24.0,79263.9,1,0
France,Female,42.0,0.0,0,1
France,Female,53.0,121389.78,1,1
Spain,Male,38.0,123906.55,0,0
Spain,Male,38.0,143006.7,1,0
Spain,Female,28.0,157597.61,1,0
Spain,Male,38.0,127117.8,1,0
France,Female,39.0,117103.26,1,1
Spain,Male,36.0,102989.83,1,0
Spain,Male,28.0,145118.83,1,0
France,Male,38.9218,126076.24,1,0
France,Male,41.0,0.0,1,0
France,Female,27.0,0.0,1,0
France,Male,37.0,98186.7,1,0
France,Female,38.9218,0.0,1,0
France,Male,37.0,0.0,1,0
France,Female,40.0,0.0,0,0
Germany,Female,33.0,129335.65,1,1
Spain,Male,48.0,75801.74,0,0
Spain,Male,42.0,0.0,0,0
France,Female,44.0,159316.64,0,0
France,Female,38.0,96479.81,0,0
Germany,Male,29.0,117726.33,1,0
France,Male,39.0,0.0,1,0
France,Male,43.0,122351.29,0,0
France,Female,48.0,0.0,1,1
France,Female,48.0,0.0,0,1
Spain,Female,43.0,0.0,0,0
France,Female,27.0,0.0,0,0
Germany,Female,50.0,132598.38,1,0
France,Male,38.0,119272.29,0,1
France,Male,37.0,0.0,1,0
France,Female,42.0,0.0,1,0
France,Male,55.0,106415.57,1,1
France,Male,31.0,0.0,1,0
Germany,Female,32.0,127772.1,1,0
Spain,Male,41.0,104631.67,1,0
France,Male,30.0,0.0,0,0
France,Male,37.0,0.0,1,0
Germany,Male,37.0,118050.79,1,0
France,Male,46.0,0.0,0,0
Spain,Female,40.0,136093.74,1,0
Germany,Female,39.0,88477.36,0,0
Spain,Male,34.0,161572.24,1,0
Germany,Male,50.0,126608.37,1,1
France,Female,54.0,68332.96,1,0
Spain,Male,48.0,179852.26,0,0
France,Female,25.0,0.0,1,0
Germany,Male,46.0,104763.41,1,0
France,Male,60.0,88541.57,1,0
France,Male,38.0,162888.73,0,1
France,Female,35.0,0.0,1,0
Spain,Male,43.0,0.0,0,1
France,Male,32.0,0.0,0,0
France,Female,44.0,0.0,0,1
France,Female,30.0,0.0,1,0
France,Female,35.0,0.0,1,0
France,Male,35.0,92474.05,0,0
France,Male,36.0,0.0,0,0
Germany,Male,30.0,115479.48,1,0
France,Female,26.0,87098.91,0,0
Germany,Female,42.0,86351.85,0,0
France,Female,42.0,0.0,0,0
Germany,Male,38.9218,148843.56,0,1
Germany,Male,44.0,163714.52,0,0
France,Male,25.0,0.0,0,0
Spain,Male,36.0,94153.56,1,0
France,Male,50.0,162702.35,0,1
France,Female,56.0,129255.2,0,1
France,Male,41.0,90605.29,1,0
Spain,Male,39.0,0.0,1,0
France,Male,29.0,102787.42,0,0
France,Female,39.0,120145.96,1,1
Germany,Male,47.0,63723.78,1,0
Spain,Female,24.0,159203.71,1,1
France,Male,38.0,0.0,0,0
Spain,Female,44.0,0.0,0,0
France,Female,51.0,0.0,1,0
France,Female,49.0,0.0,0,1
Germany,Male,34.0,162691.16,0,0
France,Male,43.0,127806.91,1,0
France,Male,43.0,157960.49,0,0
Germany,Female,52.0,139493.25,0,1
Germany,Female,21.0,87096.82,0,0
France,Female,34.0,84944.58,0,0
France,Male,50.0,160139.59,1,0
France,Male,33.0,0.0,1,0
Spain,Male,42.0,0.0,1,0
France,Male,40.0,0.0,0,0
France,Male,29.0,0.0,1,0
Germany,Male,36.0,94615.11,1,0
France,Male,30.0,90727.79,0,0
Germany,Male,26.0,119545.48,0,0
France,Male,36.0,118311.76,0,0
France,Male,33.0,129574.98,1,0
France,Male,33.0,148163.57,0,0
Germany,Male,24.0,117154.9,1,0
Spain,Female,40.0,154251.67,1,0
France,Male,30.0,0.0,1,0
France,Female,33.0,65667.79,0,0
France,Female,44.0,0.0,1,0
France,Male,42.0,50194.59,1,0
Germany,Female,39.0,96748.89,0,0
France,Female,37.0,0.0,0,1
France,Female,43.0,132667.17,1,0
Spain,Male,36.0,0.0,1,0
France,Male,41.0,127087.06,0,1
France,Male,34.0,125566.9,1,0
Germany,Female,52.0,106074.89,1,1
Germany,Male,46.0,137367.94,1,0
France,Female,38.0,157658.36,0,0
Germany,Male,45.0,114422.85,1,1
Spain,Male,41.0,103154.66,0,0
France,Male,33.0,0.0,0,0
Spain,Female,24.0,149592.14,1,0
Germany,Female,48.0,133903.12,1,1
Germany,Female,26.0,84587.9,1,0
Spain,Male,32.0,197436.82,1,0
Spain,Female,32.0,104254.27,1,0
France,Male,39.0,140133.08,0,0
Spain,Female,30.0,0.0,1,1
Germany,Female,36.0,136980.23,1,0
Germany,Female,48.0,120568.41,0,1
France,Female,27.0,43658.33,1,0
France,Female,37.0,0.0,1,0
France,Male,28.0,0.0,0,0
France,Female,57.0,72092.95,1,1
France,Female,42.0,0.0,0,0
Spain,Female,37.0,0.0,1,0
France,Male,35.0,181821.96,1,1
France,Male,25.0,90920.75,1,0
France,Male,23.0,0.0,0,0
Spain,Male,29.0,0.0,1,0
France,Male,32.0,0.0,0,0
France,Male,30.0,0.0,0,0
France,Male,35.0,0.0,0,0
France,Female,27.0,94920.71,1,0
Germany,Male,45.0,113939.36,0,0
France,Male,19.0,0.0,1,0
France,Female,31.0,0.0,0,0
France,Female,25.0,110666.42,0,0
France,Male,39.0,0.0,0,1
Germany,Female,48.0,141819.02,0,1
France,Female,56.0,156974.26,0,1
France,Male,50.0,151215.34,0,0
Spain,Male,26.0,116318.23,1,0
Germany,Male,49.0,113882.33,0,1
France,Male,42.0,0.0,1,0
France,Female,48.0,127253.98,1,1
Spain,Male,41.0,100062.39,0,0
France,Male,38.9218,0.0,0,1
Spain,Female,41.0,126605.14,1,0
France,Female,31.0,106942.08,1,0
Spain,Male,44.0,0.0,0,0
Germany,Female,41.0,88594.93,0,0
Germany,Male,29.0,123737.04,0,0
France,Female,35.0,110752.15,1,0
Spain,Female,46.0,0.0,1,0
France,Male,34.0,0.0,0,0
Spain,Female,38.0,0.0,1,0
Spain,Male,43.0,0.0,0,0
Spain,Female,40.0,0.0,1,0
Germany,Female,54.0,125889.3,0,1
France,Male,48.0,78314.63,1,1
France,Female,36.0,206329.65,1,1
France,Male,40.0,145536.9,1,0
Germany,Male,31.0,77082.65,0,0
France,Female,24.0,145081.73,1,0
Germany,Female,41.0,115897.73,0,0
Spain,Male,24.0,108058.07,1,0
France,Male,33.0,191523.09,1,0
France,Male,38.0,0.0,1,0
Spain,Female,39.0,91187.9,1,0
France,Female,60.0,0.0,1,0
France,Male,34.0,113958.55,1,0
Spain,Male,43.0,147167.25,0,0
Germany,Male,29.0,82916.48,1,0
France,Male,34.0,0.0,0,0
France,Female,37.0,0.0,0,0
France,Female,48.0,57098.96,0,1
Germany,Male,39.0,115341.19,1,1
France,Male,30.0,165257.2,0,0
France,Female,37.0,0.0,0,0
France,Female,42.0,0.0,1,0
Spain,Male,46.0,68799.72,1,0
Spain,Male,39.0,116120.19,1,0
France,Male,33.0,0.0,1,0
France,Female,31.0,84102.11,1,0
France,Female,50.0,0.0,1,0
France,Female,33.0,0.0,1,0
France,Female,43.0,0.0,1,0
France,Male,46.0,0.0,1,0
Germany,Male,25.0,104013.79,0,0
Germany,Male,42.0,120822.86,0,0
Spain,Male,40.0,128389.12,1,0
Germany,Male,36.0,102800.72,1,0
Germany,Female,31.0,135470.9,0,0
France,Male,36.0,90145.04,1,0
Spain,Male,31.0,0.0,1,0
Spain,Female,33.0,161801.47,1,1
Germany,Male,37.0,99660.13,1,0
Spain,Female,38.0,123081.84,1,0
France,Male,42.0,102870.93,1,1
France,Female,37.0,151105.68,1,0
Germany,Male,35.0,163856.76,1,0
France,Male,38.0,0.0,1,0
Spain,Male,35.0,127290.61,0,0
France,Male,49.0,180614.04,0,0
France,Female,44.0,55053.62,0,0
Spain,Male,33.0,96110.22,0,0
Spain,Female,46.0,106521.49,1,0
France,Male,39.0,82255.51,0,0
France,Female,33.0,0.0,1,0
Germany,Female,26.0,102395.79,0,0
Spain,Male,39.0,118201.41,0,0
France,Female,55.0,44582.07,1,1
Spain,Female,30.0,0.0,1,0
France,Male,22.0,0.0,1,0
France,Male,26.0,105522.06,0,0
Germany,Female,50.0,123936.54,1,0
Spain,Female,38.0,0.0,1,0
Germany,Female,38.9218,119499.42,1,0
France,Female,44.0,135814.7,0,0
France,Male,52.0,0.0,1,1
Germany,Male,39.0,106259.63,1,0
France,Male,44.0,0.0,1,0
Spain,Male,38.0,115463.16,0,0
Spain,Female,39.0,0.0,1,0
Spain,Male,42.0,120233.83,0,0
France,Female,47.0,0.0,0,0
France,Female,40.0,81132.21,0,0
Germany,Female,34.0,122196.99,1,0
Germany,Male,39.0,112290.22,0,1
France,Female,50.0,0.0,1,0
France,Male,35.0,0.0,1,0
France,Male,44.0,154409.74,0,1
France,Male,32.0,0.0,0,0
Spain,Male,48.0,132759.8,0,0
France,Male,60.0,76705.87,1,0
France,Female,44.0,0.0,1,0
France,Female,36.0,0.0,0,0
France,Male,41.0,0.0,1,0
Germany,Male,29.0,125961.74,0,1
France,Female,39.0,49572.73,0,1
France,Female,35.0,103015.12,1,0
France,Female,24.0,0.0,0,0
France,Female,32.0,104001.38,1,0
Spain,Female,50.0,87116.71,1,0
France,Male,38.9218,82547.11,1,0
Spain,Female,47.0,0.0,0,1
France,Male,27.0,121325.84,1,1
France,Male,28.0,111167.7,0,0
Germany,Male,48.0,139714.4,0,0
Germany,Female,32.0,139875.2,0,0
Germany,Female,44.0,113063.83,0,1
France,Female,50.0,138340.06,1,0
France,Male,43.0,114974.24,0,0
France,Female,33.0,0.0,1,0
France,Female,38.0,0.0,0,0
Germany,Female,38.9218,117325.54,0,1
France,Female,28.0,0.0,1,0
France,Female,35.0,0.0,0,0
France,Female,25.0,0.0,0,0
Spain,Male,44.0,0.0,1,0
France,Female,34.0,0.0,0,0
Spain,Female,35.0,0.0,1,0
France,Female,30.0,0.0,1,0
Spain,Male,50.0,78737.61,1,0
Spain,Male,25.0,182876.88,1,1
Germany,Male,50.0,130023.38,0,1
France,Male,36.0,152606.82,1,0
France,Male,28.0,0.0,0,0
France,Male,28.0,167268.98,1,0
France,Male,54.0,167831.88,0,1
Germany,Male,29.0,144287.6,0,0
Germany,Female,45.0,151855.33,0,0
Spain,Female,51.0,0.0,0,1
France,Female,27.0,0.0,1,0
Germany,Male,37.0,155994.15,0,0
Germany,Male,26.0,147527.03,0,0
France,Female,53.0,0.0,0,1
France,Male,33.0,100267.03,0,0
Spain,Male,48.0,83287.05,1,1
Spain,Male,41.0,0.0,1,0
Spain,Male,45.0,0.0,0,0
Germany,Male,53.0,117438.17,0,1
France,Female,56.0,121235.05,1,0
Germany,Male,37.0,129965.18,0,0
Germany,Male,46.0,150836.92,0,1
France,Male,31.0,0.0,1,0
Germany,Male,60.0,163894.35,1,0
France,Female,48.0,0.0,1,0
France,Male,38.0,0.0,0,0
France,Male,44.0,0.0,0,0
Germany,Male,34.0,87967.42,1,0
France,Male,26.0,0.0,0,0
France,Female,36.0,0.0,1,0
Germany,Female,20.0,121093.29,0,0
Spain,Female,31.0,121691.54,0,0
Spain,Male,57.0,0.0,1,0
France,Female,39.0,154121.32,0,1
France,Male,29.0,0.0,1,0
Spain,Male,43.0,0.0,1,0
France,Female,32.0,0.0,1,0
Germany,Male,43.0,165048.5,0,1
Spain,Male,38.0,0.0,0,0
France,Female,33.0,127638.35,1,0
France,Male,31.0,0.0,1,0
Germany,Female,38.9218,135290.42,1,0
France,Female,38.9218,170252.05,1,1
Germany,Female,35.0,108269.2,0,0
France,Female,32.0,0.0,0,0
Germany,Female,35.0,145623.36,0,0
France,Female,41.0,145809.53,1,0
